course_id,course_name,instructor_or_pi,question_id,topic,phase,question,option_A,option_B,option_C,option_D,answer,difficulty,discrimination,student_id,group,score
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q133,Neural Networks,post,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.36,0.5,S1132,A,66.62
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q134,Data Cleaning,pre,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.46,0.94,S1133,B,78.11
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q134,Data Cleaning,post,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.47,0.55,S1133,B,63.59
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q135,Feature Engineering,pre,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.85,0.58,S1134,C,68.96
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q135,Feature Engineering,post,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.71,0.64,S1134,C,76.69
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q136,AI Ethics,pre,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.77,0.72,S1135,D,57.65
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q136,AI Ethics,post,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.57,0.82,S1135,D,87.6
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q137,Blockchain Concepts,pre,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.81,0.75,S1136,A,59.62
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q137,Blockchain Concepts,post,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.63,0.9,S1136,A,81.64
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q138,Smart Contracts,pre,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.32,0.93,S1137,B,85.53
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q138,Smart Contracts,post,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.47,0.66,S1137,B,65.36
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q139,Data Visualization,pre,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.72,0.94,S1138,C,57.33
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q139,Data Visualization,post,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.57,0.77,S1138,C,76.95
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q140,Deep Learning,pre,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.79,0.71,S1139,D,66.77
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q140,Deep Learning,post,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.29,0.5,S1139,D,73.4
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q141,Text Mining,pre,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.56,0.57,S1140,A,60.08
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q141,Text Mining,post,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.29,0.67,S1140,A,65.17
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q142,Financial Modeling,pre,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.71,0.52,S1141,B,61.69
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q142,Financial Modeling,post,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.71,0.94,S1141,B,81.25
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q143,Data Governance,pre,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.7,0.61,S1142,C,77.22
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q143,Data Governance,post,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.63,0.82,S1142,C,84.56
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q144,Reinforcement Learning,pre,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.33,0.94,S1143,D,79.97
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q144,Reinforcement Learning,post,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.76,0.73,S1143,D,76.13
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q145,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.39,0.69,S1144,A,80.29
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q145,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.86,0.9,S1144,A,66.0
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q146,Machine Learning,pre,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.77,0.64,S1145,B,72.97
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q146,Machine Learning,post,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.8,0.93,S1145,B,70.12
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q147,Regression Models,pre,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.48,0.64,S1146,C,73.68
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q147,Regression Models,post,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.26,0.54,S1146,C,78.75
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q148,Classification,pre,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.71,0.93,S1147,D,58.56
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q148,Classification,post,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.32,0.53,S1147,D,47.2
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q149,Neural Networks,pre,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.72,0.75,S1148,A,43.79
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q149,Neural Networks,post,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.54,0.89,S1148,A,82.46
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q150,Data Cleaning,pre,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.87,0.69,S1149,B,60.1
